Year,Month,Stock_lag_MV,Stock_Excess_Vw_Ret,Bond_lag_MV,Bond_Excess_Vw_Ret
1932,4,19.422130375,-0.17887079355912952,0.016599,0.023518945112892698
1932,5,15.844002625,-0.2036769648003363,0.017677,-0.0074881038470659
1932,6,12.4569914375,-0.0069906914515118,0.017535,0.0087322934286684
1932,7,12.1416759375,0.337277083302354,0.017878,0.0098496639273292
1932,8,16.218803,0.3706477433411739,0.018337,0.0042950249312597
1932,9,22.17120625,-0.0293395551293639,0.018259,0.0066415409425643
1932,10,21.3932218125,-0.1314899881565816,0.018445,0.0018495041109677002
1932,11,18.5162051875,-0.0585600408043888,0.019289,0.0029894339297991002
1932,12,17.3087053125,0.043921722525838106,0.019715,0.0086638432793168
1933,1,17.916415,0.012507492392552399,0.019324,0.004506227075087301
1933,2,18.159812875,-0.1524409306183104,0.019664,-0.0186979582105678
1933,3,15.290756,0.031163136782359702,0.019584,0.0071344991877706
1933,4,15.49791025,0.38782491637901634,0.019277,0.0032108529027423003
1933,5,21.6460833125,0.2140779344903715,0.020127,0.013459753792034899
1933,6,26.2360636875,0.13062338978070873,0.020147,0.0045078055398287
1933,7,29.5789865625,-0.09626597471520659,0.020438,0.000457567213381
1933,8,26.7554293125,0.120141258961309,0.021442,0.0050397216477992
1933,9,29.9474643125,-0.10611591632417809,0.020701,0.0009756828249613999
1933,10,26.55662625,-0.0835557455955648,0.021789,0.00042324722618360003
1933,11,24.3371249375,0.0995677735688705,0.021179,-0.0143445247958708
1933,12,26.7246236875,0.0182486462738265,0.021051,0.0023612532152372002
1934,1,27.1010315,0.1259496447456667,0.021708,0.010280670727330299
1934,2,30.4747449375,-0.024975397468382003,0.022584,0.008070219836548
1934,3,29.6685521875,0.0009208011341026999,0.023778,0.011687783438425199
1934,4,29.518294625,-0.017875800870936098,0.024489,0.0089658914301886
1934,5,29.0373636875,-0.07260995480542709,0.023652,0.0075384218918279
1934,6,26.83979525,0.0264127600951054,0.024717,0.004543596879336399
1934,7,27.4033025625,-0.1091819630341499,0.024391,0.0015420465321414
1934,8,24.3041525625,0.0557782005052783,0.025537,-0.0042309473829353
1934,9,26.020800875,-0.0022880789260488,0.025559,-0.008387442716084001
1934,10,25.7460248125,-0.0166535780575174,0.024667,0.0127977133766054
1934,11,25.426475625,0.0832481971999068,0.025638,0.0022707846242250996
1934,12,27.471503875,0.0035991680003015997,0.025822,0.007835490305803
1935,1,27.43000625,-0.0344415647061555,0.025657,0.0087381227057043
1935,2,26.4117835,-0.019503607472058797,0.026065,0.005376323520904999
1935,3,25.6590435625,-0.0363978309229725,0.026823,0.0025270377631177996
1935,4,24.443974625,0.09054591703266471,0.024603,0.0058038902432607
1935,5,26.93618875,0.034630736508723704,0.026786,-0.0019206558853075999
1935,6,27.787793875,0.0592395364781792,0.026486,0.0062394532384149
1935,7,29.309745375,0.07452862706613281,0.024588,0.0020182513486227
1935,8,31.398702125,0.0265146474770491,0.025359,-0.008193473948880401
1935,9,32.21058103498,0.0262260840042287,0.026079,-0.0024615046132340002
1935,10,32.9263895,0.0702553377729947,0.025267,0.0068358036441027
1935,11,35.1742940625,0.0487603365457876,0.025871,0.0012205640038274
1935,12,36.74561075,0.0455198602935913,0.026008,0.0056160167270564
1936,1,38.465574,0.0688179377366954,0.02635,0.0025527063308729003
1936,2,41.0574323125,0.024892613963881302,0.027237,0.006741886573397701
1936,3,42.07215725,0.009809128455099,0.027287,0.004731653153944099
1936,4,42.1703044375,-0.081378946480218,0.026642,0.0025142678307212
1936,5,39.1989476875,0.0519114170700003,0.028479,0.0027604670140328
1936,6,41.085238125,0.0239873664133046,0.028579,0.0006330704988592999
1936,7,42.0439861875,0.0666967766807119,0.027446,0.0028650355504318
1936,8,44.816549875,0.009884172601084701,0.029608,0.0060681258726536
1936,9,45.0778523125,0.0097672058911146,0.029507,0.00021285896883159998
1936,10,45.439882,0.0713974578890576,0.028943,0.00112137799024
1936,11,48.685277625,0.0326451226914488,0.029974,0.0134167753259851
1936,12,49.948025375,0.0021047046723171,0.029974,-0.00063832772033
1937,1,50.1017786875,0.0335493685235443,0.029209,-0.0032321033150898
1937,2,51.7911721875,0.010858270304643002,0.031149,0.0020167988503385996
1937,3,52.333432125,-0.0025594296132288,0.031227,-0.0232479313419665
1937,4,52.3050945625,-0.0736585041496633,0.030794,0.0016761096242194
1937,5,48.5112196875,-0.008343715072421001,0.030275,0.0069726924555535
1937,6,47.9266718125,-0.0420795998272877,0.031075,-0.0008464500525815
1937,7,45.90635625,0.0890906333191958,0.031375,0.0087378282406764
1937,8,49.88849375,-0.048604208660342305,0.032328,-0.0070559073005233
1937,9,47.37905875,-0.1361092427103276,0.032678,0.0054247393167963995
1937,10,40.8082494375,-0.0960753741903174,0.031311,0.0033031284344411
1937,11,36.9505845,-0.0830649882738323,0.032136,0.0056177336938483
1937,12,33.4295646875,-0.0422540255766828,0.032636,0.005778121297491601
1938,1,31.6879179375,0.0048778552521911,0.032075,0.0048421472367252
1938,2,32.076420625,0.058310110990171804,0.033032,0.0041766673058505
1938,3,33.7808285625,-0.2377291834866424,0.032982,-0.0027982505554422997
1938,4,25.575289125,0.14479134335415839,0.032177,0.0145260162269252
1938,5,29.2655125625,-0.038238557694495,0.032427,0.0042610445683675
1938,6,28.0864684375,0.2382276061589333,0.031977,0.003239664595644
1938,7,34.5660835,0.0733506651236373,0.030381,0.0021081367030862997
1938,8,37.0580565,-0.0267201391100019,0.031317,0.0006775151361104
1938,9,35.9512511875,0.0081065514219194,0.031469,0.00016850470246740002
1938,10,36.1044500625,0.07794485986834919,0.031287,0.0072245351061871
1938,11,38.868737,-0.017807869045539,0.032673,-0.0007269273340115
1938,12,37.98193925,0.0418869019274437,0.032172,0.0056494745046446
1939,1,39.25887375,-0.0593253726758081,0.031733,0.00424740218278
1939,2,36.7865743125,0.0350690307069296,0.034189,0.0057595803541121
1939,3,38.0511908125,-0.119798734204473,0.034191,0.0078904919395528
1939,4,33.330852375,-0.0018252560392479,0.033064,0.004962121424073
1939,5,33.2242265625,0.0680280236933468,0.033065,0.010091002321084099
1939,6,35.382961875,-0.0531064110987906,0.032961,-0.0028122966377381003
1939,7,33.3403686875,0.1022098060605298,0.032517,0.0064734773688534
1939,8,36.6103084375,-0.0667768996252737,0.033037,-0.0141497622252185
1939,9,34.0087021875,0.1687664813204105,0.032834,-0.0280082868526398
1939,10,39.6141111875,-0.0052815321352730005,0.033025,0.0255715241528983
1939,11,39.365692625,-0.0362241289231872,0.032923,0.0103978017799771
1939,12,37.61855125,0.030273774155042,0.032408,0.0086009384838594
1940,1,38.5463725625,-0.02403639567999,0.031862,-0.0003754615537148
1940,2,37.6801150625,0.014422958625813,0.033582,0.0021753540497866
1940,3,38.047270375,0.0204606166511573,0.033686,0.0102746153288211
1940,4,38.702589375,0.0023104549198347,0.03289,-0.0003072851617946
1940,5,38.72925078125,-0.219475972977031,0.033506,-0.021455723644848
1940,6,30.01979196875,0.0666915052002708,0.033508,0.0184846232488219
1940,7,31.86706946875,0.0317048841751865,0.033234,0.0017913126191328
1940,8,32.83327928125,0.021918748254744498,0.033411,0.0035457923487963
1940,9,33.32729090625,0.023903301906544,0.033991,0.0063478426177782
1940,10,34.0021864375,0.030371653935026402,0.034191,0.0041545169439514
1940,11,34.97532934375,-0.0161150456292147,0.033466,0.0110446779874534
1940,12,34.0967993125,0.007082817137513599,0.03409,0.0031804460675779
1941,1,34.19043598728,-0.0417054119476298,0.033981,-0.0109435822137378
1941,2,32.7459319731,-0.014299754728237999,0.034609,-0.0017262708138971001
1941,3,32.074849150940004,0.0084381585143696,0.034611,0.0043759312245766
1941,4,32.17683403125,-0.054555757080286205,0.033542,0.008290305902261099
1941,5,30.36804780473,0.0138508405822712,0.034622,0.0017077598477659
1941,6,30.55459153047,0.0582960898973887,0.035545,0.0047532201588497
1941,7,32.12886343177,0.0589167519444164,0.035036,0.0030401891936608
1941,8,33.98460229977999,-0.0017513773005996,0.035983,-0.0004016741964198
1941,9,33.746936209299996,-0.0087338978187012,0.036637,-0.0007592927494167
1941,10,33.30315021875,-0.052517873497120296,0.036336,0.0037410561412907
1941,11,31.51153319122,-0.0192262960057338,0.03665,-0.0021193679789079
1941,12,30.498279138,-0.048795607320312503,0.039465,-0.0114922955171502
